,architecture,num_epochs,num_processes,threads,is_distributed,training_time,accuracy,avg_loss,batch_size
357,conv,2,4,7,y,25.529531478881836,74.58,1.1787417733192445,64
358,conv,2,2,3,y,17.611634492874146,82.19666666666667,0.6482815691848596,32
359,conv,2,4,3,y,9.425978899002075,67.095,1.7398498655160268,64
360,conv,2,4,16,y,54.91928839683533,57.928333333333335,2.109266333611806,64
361,conv,2,4,3,y,11.003628015518188,83.57166666666667,0.6835677766044934,32
362,conv,2,3,6,y,63.94396638870239,91.05333333333333,0.3086457804058989,12
363,conv,2,4,6,y,37.7844443321228,84.855,0.5716518105268479,32
364,conv,2,2,14,y,13.526598930358887,34.24333333333333,2.23459634475708,256
365,conv,2,4,5,y,19.410259008407593,86.205,0.5049653649469217,32
366,conv,2,4,6,y,10.474155187606812,12.32,2.2983311553637185,128
367,conv,2,2,4,y,17.421458959579468,87.07666666666667,0.4607526123036941,32
368,conv,2,3,2,y,11.133532047271729,31.555,2.254503978983561,256
369,conv,2,3,5,y,10.007038831710815,28.571666666666665,2.263611641693115,256
370,conv,2,3,12,y,14.774157047271729,42.52333333333333,2.2201449844678245,128
371,conv,2,2,9,y,36.1081759929657,86.305,0.48022436626454196,32
372,conv,2,4,9,y,34.92289161682129,80.83,0.7285002996404966,32
373,conv,2,4,7,y,63.82684111595154,84.81833333333333,0.5602460533638796,32
374,conv,2,4,7,y,184.92529296875,90.5,0.32163149575665595,12
375,conv,2,4,16,y,100.98339819908142,83.32833333333333,0.5999380517482757,32
376,conv,2,2,3,y,14.557194948196411,12.863333333333333,2.273548295211792,256
377,conv,2,2,12,y,42.923858404159546,86.155,0.5147046208967765,32
378,conv,2,4,11,y,11.924295663833618,18.495,2.272521989027659,256
379,conv,2,3,14,y,47.910412073135376,79.91666666666667,0.8684062374750773,32
380,conv,2,3,9,y,33.28885102272034,83.745,0.6076312491754691,32
381,conv,2,3,15,y,58.897313833236694,50.73833333333334,2.216029264640808,32
382,conv,2,2,15,y,32.22146153450012,75.28166666666667,1.2639700813293457,64
383,conv,2,2,9,y,15.062185049057007,50.53333333333333,2.1628309018452962,128
384,conv,2,4,6,y,106.20792150497437,90.37,0.33323394600401324,12
385,conv,2,2,11,y,13.200430870056152,35.70666666666666,2.219322118631999,256
386,conv,2,2,13,y,24.610551357269287,51.17166666666667,2.1759416683832806,64
387,conv,2,3,10,y,18.04169249534607,63.01166666666666,2.111705466175079,64
388,conv,2,2,10,y,12.738517999649048,28.165,2.2382790342648824,256
389,conv,2,3,10,y,30.51206636428833,81.3,0.7961655255317688,32
390,conv,2,3,7,y,35.941895484924316,85.27833333333334,0.5353561900506417,32
391,conv,2,3,12,y,14.701193571090698,42.35166666666667,2.256284567642212,128
392,conv,2,3,14,y,27.21470046043396,75.63333333333334,1.1720599096298219,64
393,conv,2,3,11,y,11.457208633422852,20.833333333333332,2.2759450558980308,256
394,conv,2,3,8,y,169.64045524597168,89.49,0.3471730905118088,12
395,conv,2,2,12,y,12.875065565109253,27.721666666666668,2.2636630662282307,256
396,conv,2,3,11,y,11.477006435394287,17.436666666666667,2.296124156506856,256
397,conv,2,4,12,y,15.091790437698364,38.03333333333333,2.2296387190818785,128
398,conv,2,4,7,y,184.48396062850952,90.37333333333333,0.3210359247239927,12
399,conv,2,4,14,y,142.97311234474182,90.84166666666667,0.3132665894418955,12
400,conv,2,2,13,y,46.18622946739197,85.175,0.5375899217357238,32
401,conv,2,2,6,y,12.700491905212402,31.293333333333333,2.266237189292908,256
402,conv,2,3,9,y,33.24260592460632,86.565,0.479422019503514,32
403,conv,2,3,15,y,13.106342554092407,11.605,2.296043020280202,256
404,conv,2,2,5,y,13.670853614807129,33.57,2.242147770277659,256
405,conv,2,3,9,y,18.15198516845703,74.09333333333333,1.387623867670695,64
406,conv,2,4,5,y,57.90152597427368,89.85666666666667,0.33830839822627606,12
407,conv,2,4,8,y,15.177690982818604,31.84,2.270494532108307,256
408,conv,2,2,4,y,13.333061218261719,20.026666666666667,2.2869501779238384,256
409,conv,2,4,3,y,16.664344310760498,91.01,0.3054147770938774,12
410,conv,2,4,4,y,30.959738969802856,91.81333333333333,0.28275581258957583,12
411,conv,2,4,9,y,52.029948711395264,91.275,0.295625211030369,12
412,conv,2,3,15,y,19.506195306777954,59.935,2.0525826649983725,128
413,conv,2,4,15,y,169.4549000263214,90.51333333333334,0.3261550810098648,12
414,conv,2,3,12,y,21.188915014266968,74.43833333333333,1.570100492143631,64
415,conv,2,4,6,y,8.508882522583008,11.878333333333334,2.273793210665385,256
416,conv,2,2,10,y,12.98453402519226,12.563333333333333,2.278738846206665,256
417,conv,2,2,16,y,41.116353034973145,61.641666666666666,1.971514715385437,64
418,conv,2,3,14,y,19.7120258808136,51.51,2.1397428908983867,128
419,conv,2,4,16,y,102.02908682823181,85.45166666666667,0.5330661471913258,32
